pathway,collection,n_hit_in_set,n_set,n_hit,n_background,odds_ratio,p_value,padj,draw,contrast,direction,n_sig_hits,label
HALLMARK_ANDROGEN_RESPONSE,Hallmark,3,59,737,7481,0.4881632392561334,0.9393533155681414,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_UV_RESPONSE_DN,Hallmark,5,87,737,7481,0.554979656446768,0.9394299123033657,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,KEGG,4,74,737,7481,0.5203238866648757,0.9423782839109234,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,5,88,737,7481,0.5482114116074973,0.9431770622954541,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_COMPLEMENT,Hallmark,13,198,737,7481,0.6366386567637597,0.9611850405352952,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
KEGG_AXON_GUIDANCE,KEGG,7,127,737,7481,0.5293506018464602,0.9728067693884919,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
KEGG_PURINE_METABOLISM,KEGG,4,86,737,7481,0.4433849654795049,0.9754907149322202,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
KEGG_LYSOSOME,KEGG,3,71,737,7481,0.4013003735239275,0.9761056336077261,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_COAGULATION,Hallmark,8,144,737,7481,0.5332397739704389,0.977903223904969,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Hallmark,8,153,737,7481,0.49946355565520373,0.9872372868544375,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_HEME_METABOLISM,Hallmark,4,98,737,7481,0.38608936445527736,0.9900623060055698,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_E2F_TARGETS,Hallmark,4,99,737,7481,0.38196806564624325,0.9907995011345913,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_MYOGENESIS,Hallmark,6,130,737,7481,0.43823266102474784,0.991144847212087,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_P53_PATHWAY,Hallmark,5,118,737,7481,0.40086355554058123,0.9928807372957631,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_G2M_CHECKPOINT,Hallmark,3,86,737,7481,0.32804127276181905,0.9929996368612691,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_ESTROGEN_RESPONSE_EARLY,Hallmark,3,88,737,7481,0.32022687557825397,0.9940821641050324,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG,4,107,737,7481,0.35187843361484006,0.9950788801427712,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_MYC_TARGETS_V1,Hallmark,5,125,737,7481,0.37708277682629854,0.9957742690601231,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,6,142,737,7481,0.39884324526826775,0.9962129433580584,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_KRAS_SIGNALING_DN,Hallmark,4,111,737,7481,0.33852080186624967,0.996421265337124,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,4,112,737,7481,0.33533598839979645,0.9966970174722689,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_GLYCOLYSIS,Hallmark,6,145,737,7481,0.3900584952733115,0.9969535873609221,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_IL6_JAK_STAT3_SIGNALING,Hallmark,3,106,737,7481,0.2635529823622773,0.9987420406192546,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_INFLAMMATORY_RESPONSE,Hallmark,6,158,737,7481,0.3559981143063298,0.9988392852331551,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_HYPOXIA,Hallmark,4,137,737,7481,0.2712798894149386,0.9995819621377391,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_APOPTOSIS,Hallmark,3,126,737,7481,0.22003578229798737,0.9997884785918315,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
KEGG_JAK_STAT_SIGNALING_PATHWAY,KEGG,4,150,737,7481,0.24663989976172643,0.9998629151255319,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG,3,133,737,7481,0.2079680250592845,0.9998880702246842,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_ALLOGRAFT_REJECTION,Hallmark,6,192,737,7481,0.28942585325505055,0.9999192608261307,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_KRAS_SIGNALING_UP,Hallmark,3,145,737,7481,0.19004841513045817,0.9999628817144433,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,4,210,737,7481,0.17321567601506932,0.9999993793089779,0.9999993793089779,Arterial,Spine_vs_HeadNeck,down,418,Arterial · Spine / Head-Neck · higher in 2nd
KEGG_SPLICEOSOME,KEGG,27,65,1168,7481,3.9065971970871916,4.414741934705093e-7,6.931144837486996e-5,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,14,31,1168,7481,4.49188488810534,9.132779312259805e-5,0.006867134458909673,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_HEME_METABOLISM,Hallmark,30,98,1168,7481,2.420643126577833,1.3121912978808291e-4,0.006867134458909673,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,KEGG,6,11,1168,7481,6.511721458933394,0.003254102453440326,0.1277235212975328,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG,13,39,1168,7481,2.721022838935881,0.0046875893999680195,0.1471903071589958,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG,16,54,1168,7481,2.293166452507472,0.006667652840053197,0.17447024931472532,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_MYC_TARGETS_V1,Hallmark,30,125,1168,7481,1.7253118348933292,0.008962959412167024,0.20102637538717466,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_PRION_DISEASES,KEGG,12,39,1168,7481,2.416301645187206,0.01296336065246994,0.25440595280472256,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG,65,324,1168,7481,1.3773980526693885,0.01685581127317179,0.2621823882914235,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_PYRUVATE_METABOLISM,KEGG,11,36,1168,7481,2.3909814285365134,0.017959010089229937,0.2621823882914235,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_MAPK_SIGNALING_PATHWAY,KEGG,41,191,1168,7481,1.494629086215153,0.01836946669557744,0.2621823882914235,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_PENTOSE_PHOSPHATE_PATHWAY,KEGG,7,20,1168,7481,2.9213077528197227,0.02669592353649313,0.333306026886938,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_ENDOCYTOSIS,KEGG,28,125,1168,7481,1.5738412513798568,0.027598588213568115,0.333306026886938,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_MELANOMA,KEGG,18,74,1168,7481,1.7486915011273694,0.033015899704834935,0.3702497324042203,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_PROTEASOME,KEGG,8,28,1168,7481,2.169725850654721,0.059053647641502026,0.6180948453143879,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_LEISHMANIA_INFECTION,KEGG,14,59,1168,7481,1.6896682551469098,0.0667231094944732,0.6547205119145183,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_PARKINSONS_DISEASE,KEGG,11,46,1168,7481,1.7051974619873647,0.09277113094784843,0.8311301917028894,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,23,112,1168,7481,1.4046856590025896,0.09719689807948774,0.8311301917028894,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,KEGG,4,12,1168,7481,2.7077420375600196,0.1035598718060122,0.8311301917028894,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_PROPANOATE_METABOLISM,KEGG,5,17,1168,7481,2.257138165309912,0.11264555954196916,0.8311301917028894,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_JAK_STAT_SIGNALING_PATHWAY,KEGG,29,150,1168,7481,1.3028750198429428,0.12549408429408912,0.8311301917028894,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_TGF_BETA_SIGNALING_PATHWAY,KEGG,17,82,1168,7481,1.4196380296404156,0.130398807586546,0.8311301917028894,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_ASTHMA,KEGG,5,18,1168,7481,2.083247698960597,0.13693285626481055,0.8311301917028894,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_ETHER_LIPID_METABOLISM,KEGG,5,18,1168,7481,2.083247698960597,0.13693285626481055,0.8311301917028894,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,KEGG,6,23,1168,7481,1.9120266805287565,0.13705776064695577,0.8311301917028894,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_TGF_BETA_SIGNALING,Hallmark,10,44,1168,7481,1.594667968401364,0.13763939480430015,0.8311301917028894,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_LINOLEIC_ACID_METABOLISM,KEGG,4,14,1168,7481,2.1657074355003463,0.1630351668561589,0.9189633393035219,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG,26,137,1168,7481,1.2720396633743383,0.1638915509585899,0.9189633393035219,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_REGULATION_OF_AUTOPHAGY,KEGG,7,30,1168,7481,1.6487428077700537,0.17676957208907557,0.9294786091740832,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_PURINE_METABOLISM,KEGG,17,86,1168,7481,1.3364981766939061,0.17760737754918787,0.9294786091740832,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,KEGG,6,25,1168,7481,1.7103306464743597,0.18447739819072081,0.9342887585788119,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,KEGG,5,20,1168,7481,1.8049269988715624,0.19147892229613062,0.9394434625153908,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_MTORC1_SIGNALING,Hallmark,23,123,1168,7481,1.247985884163063,0.20190910065925757,0.9605978425304073,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG,6,26,1168,7481,1.6245687172266006,0.21029880320085328,0.9710856500745283,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,KEGG,15,78,1168,7481,1.2905801029867814,0.2281831158867783,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_SPERMATOGENESIS,Hallmark,12,61,1168,7481,1.3269683425917365,0.2356241917584401,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_RENIN_ANGIOTENSIN_SYSTEM,KEGG,3,11,1168,7481,2.0293231015993327,0.2399108376336901,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_TRYPTOPHAN_METABOLISM,KEGG,5,22,1168,7481,1.5921112811368892,0.25222981637257924,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_TIGHT_JUNCTION,KEGG,12,62,1168,7481,1.3002258890702867,0.2537311054822602,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,KEGG,6,28,1168,7481,1.4764384395275414,0.265241748450966,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_BLADDER_CANCER,KEGG,9,46,1168,7481,1.3171107910298692,0.2844828578497306,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG,19,107,1168,7481,1.1696875754838396,0.3071253266997743,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_THYROID_CANCER,KEGG,5,24,1168,7481,1.4240966245006887,0.3169103445401948,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_ALLOGRAFT_REJECTION,KEGG,6,30,1168,7481,1.3529927257309429,0.32326960921899445,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_ARACHIDONIC_ACID_METABOLISM,KEGG,6,30,1168,7481,1.3529927257309429,0.32326960921899445,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_TYPE_II_DIABETES_MELLITUS,KEGG,5,25,1168,7481,1.352689203158821,0.3500185811275632,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,24,142,1168,7481,1.101411338298081,0.36939102246735966,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_BASE_EXCISION_REPAIR,KEGG,4,20,1168,7481,1.3523862020917714,0.38210800167747866,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_LYSINE_DEGRADATION,KEGG,4,20,1168,7481,1.3523862020917714,0.38210800167747866,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,KEGG,4,20,1168,7481,1.3523862020917714,0.38210800167747866,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_LONG_TERM_DEPRESSION,KEGG,7,39,1168,7481,1.1833830327043786,0.4088486895902052,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_KRAS_SIGNALING_UP,Hallmark,24,145,1168,7481,1.0735772635875591,0.41162518985487684,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_BILE_ACID_METABOLISM,Hallmark,8,46,1168,7481,1.1387829335048918,0.43043243232793477,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_RENAL_CELL_CARCINOMA,KEGG,10,59,1168,7481,1.1039587013316894,0.44263423578989786,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,KEGG,9,53,1168,7481,1.106396147959887,0.44887745217851427,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_BETA_ALANINE_METABOLISM,KEGG,3,16,1168,7481,1.247880800789038,0.46654815560884777,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_GLYCEROLIPID_METABOLISM,KEGG,3,16,1168,7481,1.247880800789038,0.46654815560884777,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_P53_PATHWAY,Hallmark,19,118,1168,7481,1.0379338703219403,0.4807868824959184,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_PATHWAYS_IN_CANCER,KEGG,41,259,1168,7481,1.0171304349725092,0.48821155903719493,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_GLUTATHIONE_METABOLISM,KEGG,7,42,1168,7481,1.0814904607087261,0.49006297564476264,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_CELL_CYCLE,KEGG,11,68,1168,7481,1.0434739899876406,0.5003519681136073,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_HISTIDINE_METABOLISM,KEGG,3,17,1168,7481,1.1585612362452546,0.5090117489598337,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_AUTOIMMUNE_THYROID_DISEASE,KEGG,7,43,1168,7481,1.0512752117744963,0.5164512357736649,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_PPAR_SIGNALING_PATHWAY,KEGG,7,43,1168,7481,1.0512752117744963,0.5164512357736649,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,KEGG,4,24,1168,7481,1.08128058328438,0.5290135406158017,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_DILATED_CARDIOMYOPATHY,KEGG,6,37,1168,7481,1.046362112666356,0.5291253667932916,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_DNA_REPAIR,Hallmark,11,70,1168,7481,1.007777959883369,0.5416636730273607,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,KEGG,11,70,1168,7481,1.007777959883369,0.5416636730273607,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_BUTANOATE_METABOLISM,KEGG,3,18,1168,7481,1.081210864470994,0.5496256196886986,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,KEGG,6,38,1168,7481,1.013499403080364,0.5568097078433661,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG,14,91,1168,7481,0.982512449564996,0.5689907151019618,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,KEGG,5,32,1168,7481,1.0009234179031872,0.5741533222227736,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_E2F_TARGETS,Hallmark,15,99,1168,7481,0.9647188308291248,0.5936936314990311,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,KEGG,4,26,1168,7481,0.9826628009618628,0.5958028411033658,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_G2M_CHECKPOINT,Hallmark,13,86,1168,7481,0.9621055201324609,0.5968599678027412,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_PI3K_AKT_MTOR_SIGNALING,Hallmark,13,87,1168,7481,0.9489491066784991,0.6145001833890325,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
KEGG_NITROGEN_METABOLISM,KEGG,3,20,1168,7481,0.9536967286807599,0.6245500744599777,0.9999998190394687,Arterial,Laparoscopic_vs_HeadNeck,up,784,Arterial · Laparoscopic / Head-Neck · higher in 1st
